event_id,customer_id,event_time,event_type,session_id
48,491,2024-06-01 01:06:00,add_to_cart,759792
49,142,2023-11-29 19:38:00,add_to_cart,224926
50,75,2023-09-07 23:58:00,add_to_cart,624325
51,720,2023-09-09 13:34:00,view,571725
52,54,2023-11-10 05:33:00,purchase,613303
53,337,2024-04-06 00:17:00,view,405371
54,604,2023-12-28 12:18:00,purchase,282601
55,875,2024-04-16 06:20:00,view,309209
56,24,2024-07-09 18:39:00,view,276164
57,578,2024-05-12 19:56:00,view,670033
58,654,2024-03-06 07:43:00,view,698628
59,814,2024-05-24 01:12:00,view,789545
60,971,2023-10-08 03:48:00,view,492197
61,32,2023-12-07 05:57:00,view,135993
62,792,2023-11-19 00:01:00,view,897564
63,917,2023-09-29 22:30:00,add_to_cart,280256
64,941,2024-07-23 23:38:00,view,429525
65,904,2023-09-17 01:53:00,view,387959
66,412,2023-11-30 08:27:00,view,385569
67,218,2023-07-04 20:06:00,add_to_cart,885474
68,221,2024-03-13 12:49:00,view,847908
69,705,2024-05-27 22:07:00,view,427033
70,774,2024-05-31 17:01:00,view,260102
71,444,2024-03-19 08:59:00,view,538116
72,877,2023-09-11 08:02:00,view,605354
73,432,2023-11-19 13:57:00,view,851056
74,230,2023-09-16 03:27:00,view,217488
75,951,2023-08-25 02:32:00,purchase,409733
76,598,2024-04-13 17:16:00,add_to_cart,421940
77,150,2023-07-06 16:13:00,view,488732
78,824,2024-03-19 01:44:00,view,327659
79,483,2023-12-28 04:21:00,view,797737
80,626,2023-07-13 18:04:00,view,345524
81,193,2023-08-22 10:44:00,view,599800
82,480,2023-06-08 13:34:00,view,157518
83,657,2023-12-07 04:18:00,view,351996
84,185,2023-06-11 20:23:00,view,910188
85,641,2024-05-28 18:13:00,view,487510
86,312,2024-05-01 03:25:00,add_to_cart,741893
87,512,2024-01-15 14:14:00,add_to_cart,547448
88,70,2023-09-21 23:19:00,add_to_cart,825057
89,894,2024-01-09 23:09:00,view,702737
90,175,2023-09-30 00:54:00,view,720655
91,65,2023-09-20 07:40:00,view,650256
92,233,2023-09-02 09:52:00,view,461961
93,337,2023-12-19 15:39:00,view,283493
94,650,2023-06-25 06:51:00,view,982662
95,565,2024-05-19 11:45:00,view,480163
96,100,2024-06-18 08:35:00,purchase,752120
97,8,2024-01-08 02:15:00,view,490529
98,366,2023-07-04 14:40:00,view,606445
99,240,2023-11-14 11:01:00,view,457206
100,580,2024-03-15 05:09:00,view,613519
101,586,2023-08-05 15:23:00,purchase,795948
102,8,2023-06-15 03:52:00,view,711486
103,149,2023-10-20 16:33:00,view,242332
104,937,2024-06-09 16:59:00,view,776276
105,149,2023-12-05 06:54:00,view,675463
106,512,2024-03-24 19:11:00,view,267217
107,82,2024-02-03 12:52:00,add_to_cart,530492
108,505,2024-04-18 02:39:00,add_to_cart,119397
109,207,2023-06-12 20:03:00,add_to_cart,132208
110,467,2024-05-21 18:12:00,add_to_cart,201000
111,802,2024-01-01 05:17:00,view,132052
112,50,2023-11-19 05:58:00,add_to_cart,702638
113,523,2024-02-03 23:30:00,view,156002
114,334,2024-05-30 21:13:00,view,108513
115,420,2023-12-04 07:11:00,view,307177
116,32,2023-09-11 23:01:00,add_to_cart,931207
117,622,2024-04-19 12:59:00,view,239039
118,298,2023-09-13 01:58:00,view,498673
119,982,2023-12-26 12:29:00,view,653763
120,449,2024-04-16 15:42:00,view,398468
121,4,2023-10-26 05:04:00,add_to_cart,615763
122,62,2024-01-09 22:50:00,view,606258
123,281,2024-04-15 02:06:00,view,253983
124,298,2024-06-14 14:39:00,view,567914
125,222,2023-12-18 23:35:00,add_to_cart,675038
126,519,2023-12-23 20:44:00,view,311504
127,546,2023-09-13 06:02:00,view,164074
128,926,2023-06-28 00:18:00,view,370282
129,552,2023-08-09 12:51:00,view,594908
130,84,2023-07-14 15:28:00,view,216222
131,592,2023-10-10 11:34:00,view,545204
132,271,2024-07-23 13:06:00,view,539962
133,321,2023-07-09 16:01:00,view,121497
134,779,2023-12-18 11:34:00,view,759061
135,595,2024-04-06 15:48:00,view,666310
136,920,2024-04-11 14:42:00,view,691692
137,382,2023-07-27 09:42:00,view,435025
138,586,2023-06-22 12:28:00,view,569032
139,7,2023-07-05 14:59:00,add_to_cart,599597
140,187,2024-05-02 15:36:00,add_to_cart,424875
141,526,2024-05-21 23:49:00,view,197991
142,934,2024-02-26 07:19:00,view,315380
143,887,2024-06-17 02:11:00,view,759401
144,64,2023-06-27 17:51:00,view,187891
145,2,2024-05-12 10:32:00,add_to_cart,597392
146,699,2023-09-26 05:56:00,purchase,488807
147,714,2024-06-22 18:54:00,view,934436
148,225,2023-08-23 16:03:00,view,598935
149,169,2024-05-17 22:21:00,add_to_cart,687330
150,79,2024-03-18 07:51:00,view,562599
151,478,2023-11-18 20:15:00,view,570137
152,488,2023-08-13 17:32:00,view,430558
153,953,2024-02-07 19:06:00,view,543163
154,135,2023-06-14 02:50:00,add_to_cart,506833
155,431,2024-02-17 04:00:00,view,406486
156,992,2024-06-14 20:40:00,view,769920
157,165,2024-04-19 00:17:00,view,447321
158,300,2023-09-28 20:52:00,view,129315
159,6,2023-10-11 21:46:00,view,775296
160,744,2024-04-28 19:45:00,purchase,427813
161,437,2023-10-15 18:35:00,view,735421
162,426,2023-07-24 17:14:00,add_to_cart,686083
163,867,2024-01-31 23:31:00,view,146026
164,513,2023-12-09 15:23:00,view,677649
165,813,2024-01-01 21:38:00,add_to_cart,598403
166,130,2024-05-08 05:03:00,view,716082
167,704,2024-07-14 01:41:00,view,410622
168,330,2023-12-31 03:46:00,view,440274
169,881,2023-10-11 03:19:00,view,603004
170,508,2023-09-17 02:03:00,add_to_cart,390982
171,534,2023-12-23 15:17:00,add_to_cart,765787
172,379,2023-09-06 23:18:00,view,618057
173,119,2024-07-24 08:26:00,view,430697
174,645,2023-12-06 00:33:00,view,769423
175,321,2023-06-22 09:40:00,add_to_cart,721816
176,125,2024-04-09 14:07:00,view,382220
177,708,2024-03-29 01:24:00,add_to_cart,853719
178,892,2023-07-23 04:25:00,add_to_cart,540211
179,496,2023-12-12 07:17:00,view,954327
180,696,2023-12-05 19:42:00,view,272992
181,802,2023-07-29 12:58:00,add_to_cart,664141
182,122,2023-09-22 19:38:00,view,759293
183,918,2024-07-06 01:34:00,view,821678
184,478,2023-06-29 07:22:00,view,117928
185,444,2024-05-10 16:05:00,view,831344
186,699,2023-08-09 22:03:00,add_to_cart,886453
187,595,2023-07-21 14:14:00,view,547875
188,881,2023-12-15 00:42:00,view,433281
189,90,2023-09-28 21:51:00,view,596588
190,494,2024-03-14 23:27:00,view,775594
191,380,2024-04-15 15:36:00,view,367584
192,575,2024-03-09 04:10:00,view,478013
193,769,2024-06-08 01:28:00,view,776387
194,70,2024-06-04 18:25:00,view,310299
195,498,2024-02-17 03:22:00,view,870147
196,154,2023-09-10 08:39:00,view,809370
197,664,2023-09-10 12:24:00,view,558052
198,997,2024-07-08 22:17:00,view,362562
199,196,2023-11-30 14:27:00,view,343874
200,368,2023-12-22 20:47:00,view,482629
201,736,2024-01-19 08:29:00,view,561934
202,342,2024-07-17 04:52:00,view,385568
203,465,2023-09-12 15:56:00,add_to_cart,731148
204,766,2024-06-18 22:22:00,view,421721
205,775,2023-08-11 13:06:00,view,171437
206,233,2023-12-05 15:28:00,view,957383
207,201,2023-09-01 15:54:00,add_to_cart,397087
208,241,2023-09-09 15:03:00,view,353698
209,685,2024-03-02 05:10:00,add_to_cart,902193
210,218,2023-08-06 18:08:00,view,317048
211,361,2023-12-01 11:02:00,view,337572
212,189,2023-08-19 21:07:00,view,910189
213,137,2024-03-05 00:41:00,view,746701
214,349,2023-08-10 13:45:00,add_to_cart,851353
215,921,2024-02-06 14:15:00,view,657963
216,103,2023-07-05 02:21:00,add_to_cart,189628
217,681,2023-08-13 22:04:00,view,762196
218,454,2023-06-04 22:34:00,view,810628
219,278,2023-08-25 23:07:00,add_to_cart,107199
220,694,2024-02-09 21:27:00,view,280078
221,140,2023-12-23 22:05:00,view,915805
222,734,2024-06-05 11:23:00,view,576280
223,875,2024-02-11 07:24:00,view,277166
224,822,2023-08-30 15:18:00,view,266302
225,155,2023-06-18 22:11:00,add_to_cart,487533
226,112,2024-07-16 17:49:00,add_to_cart,264724
227,494,2024-06-19 17:43:00,add_to_cart,421185
228,766,2024-01-12 12:58:00,view,725097
229,240,2023-10-29 09:09:00,view,874853
230,691,2024-07-06 20:43:00,view,420741
231,857,2024-02-25 18:34:00,view,546007
232,334,2024-04-05 07:30:00,view,187432
233,92,2024-03-21 22:38:00,view,860031
234,202,2023-07-17 12:33:00,add_to_cart,453044
235,933,2024-01-27 18:49:00,purchase,918689
236,868,2024-03-12 11:24:00,view,926101
237,48,2023-09-14 05:24:00,purchase,820055
238,931,2023-09-03 15:23:00,view,929657
239,738,2024-01-15 03:47:00,add_to_cart,375866
240,691,2024-02-26 02:22:00,add_to_cart,438415
241,70,2024-07-02 19:54:00,add_to_cart,729289
242,629,2024-03-28 09:42:00,view,867936
243,352,2023-11-26 15:22:00,view,679249
244,737,2024-02-17 09:03:00,view,868800
245,550,2024-06-19 15:55:00,purchase,332108
246,898,2024-03-11 07:13:00,view,710977
247,899,2023-08-03 19:27:00,view,246186
248,15,2023-12-31 14:43:00,view,443227
249,975,2023-06-08 01:50:00,view,997758
250,38,2024-03-22 16:02:00,view,650000
251,291,2024-01-05 06:17:00,view,632651
252,855,2023-09-02 21:33:00,view,870437
253,771,2024-07-24 12:06:00,view,153493
254,116,2024-06-24 11:14:00,view,615983
255,890,2024-02-11 12:51:00,add_to_cart,453908
256,177,2024-05-22 06:44:00,view,300849
257,209,2024-03-22 15:20:00,view,569910
258,337,2023-11-16 06:05:00,view,701495
259,912,2023-08-24 14:47:00,add_to_cart,331549
260,88,2023-07-12 05:35:00,view,299706
261,648,2024-04-25 09:10:00,add_to_cart,474572
262,69,2024-05-06 21:14:00,view,187881
263,528,2023-12-21 16:27:00,add_to_cart,581518
264,367,2024-06-06 18:11:00,add_to_cart,124835
265,992,2024-03-07 03:38:00,view,230761
266,964,2023-07-01 06:12:00,view,122664
267,845,2023-07-14 04:15:00,add_to_cart,455206
268,346,2024-06-04 08:12:00,view,510326
269,650,2023-12-27 22:35:00,view,722960
270,795,2023-12-28 01:28:00,add_to_cart,491777
271,613,2024-02-02 21:29:00,add_to_cart,306046
272,623,2024-07-23 19:54:00,view,547502
273,973,2024-07-11 04:30:00,view,682314
274,356,2024-07-18 02:23:00,purchase,626639
275,296,2024-01-13 05:20:00,add_to_cart,162417
276,155,2023-09-16 17:37:00,view,873235
277,940,2024-02-24 20:33:00,view,396187
278,630,2024-02-03 05:47:00,add_to_cart,130790
279,714,2024-02-15 00:57:00,view,141748
280,234,2024-05-06 08:27:00,view,683769
281,508,2023-08-01 21:23:00,purchase,942788
282,689,2024-07-08 19:32:00,view,571916
283,76,2023-12-16 16:15:00,view,772837
284,330,2024-02-06 17:32:00,view,590414
285,506,2024-04-03 15:37:00,purchase,402384
286,260,2024-02-13 03:53:00,view,653367
287,103,2023-07-18 07:22:00,view,268774
288,589,2023-12-01 22:18:00,purchase,452008
289,702,2023-06-10 05:57:00,view,772556
290,790,2024-01-21 12:22:00,view,980004
291,812,2024-07-15 16:15:00,view,305168
292,666,2023-06-27 20:58:00,view,390629
293,142,2023-07-05 15:50:00,view,369916
294,246,2024-06-19 01:37:00,view,582980
295,984,2023-10-15 15:57:00,view,988503
296,827,2024-03-27 22:07:00,view,108288
297,681,2023-06-26 12:28:00,add_to_cart,164899
298,646,2023-09-25 17:40:00,view,154923
299,994,2024-06-24 02:55:00,view,821947
300,994,2023-11-27 02:54:00,view,849502
301,930,2024-07-24 15:23:00,view,855839
302,816,2024-04-16 12:02:00,view,277909
303,866,2024-07-19 12:51:00,view,265926
304,403,2024-06-16 23:21:00,add_to_cart,486321
305,538,2024-03-23 10:17:00,add_to_cart,121805
306,870,2023-09-16 01:38:00,add_to_cart,170069
307,212,2024-07-23 16:57:00,view,230069
308,567,2024-02-03 23:47:00,view,472145
309,724,2024-02-04 17:33:00,view,325874
310,67,2023-08-09 03:28:00,view,699237
311,984,2024-01-28 08:18:00,view,135434
312,272,2023-12-05 02:28:00,view,504862
313,954,2024-01-31 18:58:00,add_to_cart,961743
314,72,2024-06-14 18:25:00,add_to_cart,482940
315,947,2024-04-20 13:58:00,view,866649
316,541,2023-09-15 07:09:00,view,565974
317,884,2023-06-17 14:59:00,view,258901
318,32,2023-07-15 13:30:00,view,671492
319,262,2024-02-06 04:00:00,add_to_cart,602925
320,370,2023-10-05 06:44:00,view,171895
321,150,2023-09-22 23:40:00,view,878419
322,145,2024-03-02 04:14:00,view,284386
323,723,2024-01-08 05:34:00,add_to_cart,169852
324,86,2023-07-27 10:48:00,purchase,872148
325,91,2024-01-14 08:30:00,view,207986
326,458,2023-09-15 17:40:00,view,395737
327,557,2023-10-06 14:44:00,view,767623
328,941,2024-03-29 16:46:00,view,577933
329,875,2024-07-24 04:41:00,view,380187
330,5,2024-06-10 07:04:00,view,929959
331,206,2023-09-11 21:26:00,view,671011
332,136,2023-09-18 11:53:00,add_to_cart,177672
333,443,2023-06-22 20:23:00,view,148076
334,97,2023-09-15 07:59:00,view,133418
335,182,2023-12-13 03:05:00,add_to_cart,831804
336,766,2024-07-24 01:09:00,view,466061
337,896,2023-06-15 17:16:00,view,715351
338,500,2023-11-15 08:41:00,view,444384
339,577,2024-01-16 16:34:00,view,490705
340,731,2024-02-22 06:55:00,view,462605
341,411,2024-03-01 08:29:00,purchase,344933
342,313,2024-07-01 20:59:00,view,713570
343,410,2024-02-28 19:48:00,view,667534
344,72,2023-11-21 01:28:00,view,711615
345,755,2024-06-04 01:15:00,view,258825
346,448,2023-10-30 16:57:00,view,475711
347,687,2023-12-03 21:46:00,view,318768
348,403,2024-01-16 06:36:00,view,695446
349,371,2023-08-01 02:13:00,view,760859
350,861,2024-03-03 04:33:00,view,187241
351,806,2023-06-20 22:11:00,view,159282
352,669,2024-02-19 03:44:00,view,399951
353,504,2023-09-26 09:02:00,view,188987
354,726,2023-08-30 08:52:00,view,514749
355,784,2023-11-19 07:04:00,view,478531
356,736,2024-03-16 09:09:00,view,261193
357,88,2024-01-09 00:18:00,view,990487
358,718,2024-07-05 23:56:00,view,945033
359,903,2023-12-24 14:31:00,add_to_cart,542939
360,479,2023-11-03 04:26:00,add_to_cart,981072
361,514,2024-07-15 09:06:00,view,249839
362,956,2024-02-29 19:02:00,view,248219
363,407,2023-12-01 18:13:00,view,122059
364,610,2023-06-24 10:06:00,view,560811
365,902,2024-01-20 05:05:00,view,395466
366,870,2023-12-09 08:43:00,view,655456
367,82,2023-06-08 21:53:00,add_to_cart,324332
368,252,2023-10-20 00:27:00,view,722195
369,820,2023-06-16 15:28:00,add_to_cart,104566
370,652,2023-08-23 17:02:00,view,428144
371,108,2024-05-13 13:32:00,view,984519
372,872,2024-01-01 19:18:00,view,676282
373,771,2023-07-18 00:31:00,purchase,960168
374,839,2023-06-17 21:22:00,view,518867
375,42,2024-07-09 06:46:00,view,776716
376,279,2024-07-04 07:43:00,view,774241
377,793,2024-05-18 19:46:00,view,865103
378,280,2024-06-23 04:31:00,add_to_cart,181289
379,716,2024-01-14 06:26:00,add_to_cart,745163
380,434,2024-03-05 08:51:00,view,163481
381,513,2023-10-02 17:11:00,view,350881
382,340,2024-06-26 23:52:00,add_to_cart,993763
383,5,2023-08-08 16:01:00,purchase,767418
384,633,2024-06-04 15:43:00,view,640033
385,8,2024-02-18 19:48:00,view,101353
386,864,2023-08-31 17:53:00,view,514598
387,702,2023-12-24 11:21:00,view,562001
388,903,2023-09-21 10:13:00,view,546108
389,283,2024-06-04 01:47:00,view,806362
390,178,2023-07-18 01:09:00,purchase,429016
391,473,2023-10-02 11:52:00,view,830612
392,4,2024-04-01 05:48:00,view,676816
393,929,2024-06-18 09:05:00,view,427035
394,621,2023-11-12 00:51:00,view,853368
395,295,2024-06-18 02:28:00,view,292052
396,615,2024-06-08 14:41:00,view,588415
397,367,2024-03-02 11:02:00,view,793366
398,489,2023-12-17 08:18:00,view,836941
399,999,2023-10-24 07:36:00,view,405889
400,773,2023-07-06 20:52:00,add_to_cart,835456
401,777,2024-06-12 12:58:00,view,323462
402,655,2023-09-26 22:59:00,view,260405
403,568,2023-08-31 00:54:00,add_to_cart,951855
404,515,2024-04-05 04:37:00,add_to_cart,766414
405,381,2024-05-22 11:01:00,view,332215
406,215,2023-08-28 23:12:00,view,120918
407,909,2023-08-24 01:46:00,view,706548
408,214,2024-05-14 00:00:00,view,982230
409,296,2023-08-14 13:41:00,view,387765
410,510,2024-03-01 08:51:00,add_to_cart,578928
411,767,2024-01-07 07:39:00,add_to_cart,189184
412,791,2024-01-28 06:10:00,view,419112
413,559,2023-09-19 16:39:00,view,306492
414,817,2024-01-15 02:20:00,view,323021
415,338,2023-09-04 07:43:00,view,255189
416,390,2024-05-28 08:21:00,view,959241
417,972,2023-06-20 06:44:00,view,358304
418,516,2023-06-18 18:07:00,purchase,702968
419,446,2024-03-09 07:04:00,view,943667
420,261,2024-05-15 21:44:00,view,726992
421,938,2023-11-22 14:35:00,add_to_cart,278070
422,669,2023-08-11 20:00:00,view,920146
423,73,2023-12-09 03:35:00,add_to_cart,507715
424,55,2024-06-10 23:53:00,add_to_cart,453218
425,783,2024-05-05 18:31:00,view,604839
426,476,2023-07-29 01:35:00,view,267867
427,399,2023-12-14 03:39:00,purchase,628624
428,160,2024-05-29 02:09:00,view,788748
429,854,2023-10-09 05:36:00,view,962382
430,469,2023-11-23 22:07:00,view,339410
431,483,2024-01-21 13:52:00,add_to_cart,848545
432,933,2024-02-13 10:42:00,view,870493
433,624,2024-04-21 15:40:00,view,137013
434,268,2024-03-29 00:42:00,view,649621
435,941,2023-08-15 02:14:00,view,266056
436,986,2024-06-07 07:44:00,view,614484
437,157,2024-04-09 04:15:00,add_to_cart,287654
438,826,2023-07-24 02:20:00,purchase,238981
439,585,2024-07-04 17:11:00,add_to_cart,212444
440,8,2023-12-18 10:51:00,view,808617
441,68,2024-03-31 10:58:00,purchase,275323
442,137,2023-08-17 10:33:00,add_to_cart,683956
443,875,2024-01-29 08:09:00,view,210636
444,441,2023-12-09 22:22:00,add_to_cart,540410
445,54,2023-06-09 13:12:00,add_to_cart,965478
446,834,2024-04-27 10:31:00,view,208081
447,264,2024-02-16 11:01:00,purchase,243495
448,660,2023-12-14 15:03:00,add_to_cart,841652
449,560,2023-06-20 17:54:00,purchase,670447
450,679,2023-11-16 13:25:00,view,355136
451,473,2023-11-06 22:37:00,view,437135
452,338,2024-03-29 10:12:00,view,460760
453,371,2024-01-15 09:55:00,add_to_cart,422662
454,794,2023-12-08 16:40:00,view,854981
455,261,2023-08-17 09:10:00,view,884244
456,272,2023-10-09 20:38:00,view,957303
457,667,2024-03-26 17:32:00,view,776363
458,24,2023-10-18 19:29:00,view,778328
459,160,2024-04-02 10:48:00,view,893622
460,951,2023-07-20 13:43:00,view,582874
461,145,2023-11-29 21:50:00,view,950814
462,817,2024-02-20 21:23:00,view,756419
463,158,2023-11-14 14:50:00,view,830604
464,248,2024-07-23 16:04:00,view,379955
465,689,2024-07-02 10:00:00,view,870955
466,982,2024-06-07 20:26:00,view,881759
467,646,2023-06-15 03:54:00,view,838764
468,783,2024-06-22 11:42:00,add_to_cart,392590
469,150,2024-02-08 07:08:00,view,170575
470,877,2024-07-12 22:19:00,view,140297
471,353,2023-12-31 03:28:00,view,752052
472,139,2024-01-25 00:02:00,view,956227
473,202,2024-02-05 06:19:00,view,503604
474,857,2023-09-24 01:51:00,purchase,136422
475,429,2023-07-16 05:18:00,view,573273
476,732,2023-10-03 23:12:00,view,240884
477,85,2023-07-31 12:05:00,add_to_cart,184227
478,969,2023-08-16 19:55:00,add_to_cart,875730
479,33,2024-07-24 13:38:00,add_to_cart,405551
480,281,2023-11-06 22:02:00,add_to_cart,741231
481,251,2024-03-02 04:54:00,view,555784
482,481,2024-03-02 18:18:00,view,887016
483,813,2023-11-12 21:29:00,view,188843
484,29,2023-09-08 08:54:00,add_to_cart,211341
485,196,2024-03-13 11:27:00,view,485183
486,960,2023-08-10 12:14:00,view,247372
487,305,2023-11-07 23:36:00,view,864211
488,929,2024-06-03 02:59:00,view,824337
489,390,2023-11-15 20:42:00,add_to_cart,734695
490,521,2023-06-22 00:40:00,view,206424
491,738,2023-11-12 13:39:00,view,639329
492,660,2024-02-19 15:48:00,view,406584
493,825,2023-08-10 05:40:00,view,688430
494,291,2024-01-01 07:08:00,view,659520
495,949,2024-01-18 00:24:00,view,784214
496,877,2024-03-23 06:48:00,add_to_cart,538187
497,222,2023-09-01 01:12:00,view,506841
498,646,2024-07-06 19:27:00,view,795762
499,247,2024-07-17 10:26:00,view,387442
500,181,2024-01-15 11:55:00,add_to_cart,389847
501,108,2024-05-16 21:00:00,purchase,395338
502,60,2024-01-19 20:01:00,view,164926
503,730,2024-04-10 07:49:00,add_to_cart,588995
504,555,2023-08-10 02:49:00,view,783269
505,657,2023-12-09 14:46:00,view,889093
506,504,2023-06-23 05:12:00,view,455312
507,222,2024-07-18 01:25:00,view,477550
508,83,2023-12-24 19:51:00,add_to_cart,319560
509,974,2024-02-15 18:04:00,view,635157
510,587,2024-03-25 08:39:00,view,852395
511,592,2023-09-14 06:36:00,view,854096
512,243,2023-10-09 19:59:00,add_to_cart,954809
513,307,2023-10-27 01:22:00,view,149268
514,873,2024-04-06 07:05:00,purchase,291761
515,744,2023-07-21 21:12:00,view,798376
516,971,2023-06-03 14:37:00,add_to_cart,215723
517,722,2024-06-23 13:45:00,add_to_cart,288976
518,686,2024-05-30 18:13:00,view,964008
519,880,2024-05-22 15:55:00,view,304815
520,274,2023-06-23 08:29:00,view,704806
521,823,2023-11-24 22:23:00,view,695228
522,866,2023-10-11 18:39:00,view,906717
523,494,2023-11-12 11:15:00,view,580301
524,621,2024-01-17 19:40:00,view,866055
525,830,2024-04-18 09:40:00,add_to_cart,625619
526,547,2024-04-23 19:18:00,view,138906
527,818,2024-04-10 04:11:00,view,307053
528,730,2023-11-14 08:54:00,view,941956
529,464,2024-07-14 05:50:00,view,389154
530,581,2024-05-26 13:36:00,view,161509
531,728,2024-02-15 04:07:00,view,462752
532,231,2024-07-07 13:52:00,view,841177
533,915,2023-07-26 02:37:00,view,181347
534,246,2023-10-23 13:03:00,view,990361
535,89,2024-02-26 04:24:00,view,959514
536,568,2023-08-29 04:45:00,view,649219
537,622,2023-12-13 20:57:00,view,641695
538,10,2023-07-22 01:24:00,view,351457
539,133,2023-06-12 10:22:00,view,809555
540,535,2023-08-05 17:42:00,view,542704
541,7,2024-03-31 15:42:00,view,659089
542,55,2023-09-09 20:43:00,view,910972
543,804,2024-06-26 01:55:00,purchase,817851
544,757,2023-10-22 12:53:00,view,228985
545,159,2024-06-19 11:38:00,add_to_cart,294769
546,47,2024-03-28 05:29:00,add_to_cart,406538
547,545,2023-12-15 23:17:00,view,616201
548,334,2024-04-15 16:25:00,view,444139
549,859,2023-10-15 18:17:00,view,876069
550,916,2023-09-02 02:41:00,view,827540
551,798,2023-09-21 04:47:00,view,167650
552,105,2024-05-17 10:35:00,view,413309
553,466,2024-05-29 20:36:00,purchase,804864
554,945,2023-12-19 07:08:00,view,957562
555,854,2023-07-25 13:34:00,view,574759
556,855,2024-07-16 09:54:00,view,194886
557,213,2024-05-31 07:07:00,view,610105
558,80,2023-10-21 22:16:00,view,682999
559,432,2024-05-27 03:01:00,view,579828
560,85,2023-07-17 13:04:00,view,150247
561,362,2024-01-26 19:06:00,view,117958
562,931,2023-08-22 20:12:00,view,206832
563,516,2023-12-22 01:52:00,view,698707
564,202,2023-07-06 16:47:00,view,869229
565,936,2024-07-05 19:53:00,view,580867
566,177,2023-10-07 06:39:00,add_to_cart,522916
567,181,2024-03-30 00:12:00,view,900051
568,398,2024-05-26 08:28:00,add_to_cart,706207
569,221,2024-05-24 19:20:00,view,563457
570,158,2024-06-20 04:29:00,view,407181
571,783,2023-06-30 04:43:00,view,605873
572,373,2023-07-26 08:57:00,view,732651
573,182,2024-02-27 23:07:00,view,121600
574,257,2023-06-29 21:43:00,add_to_cart,584213
575,534,2024-02-22 04:26:00,purchase,459914
576,322,2023-07-29 18:53:00,view,476228
577,223,2023-09-23 15:06:00,add_to_cart,362673
578,635,2024-06-15 13:12:00,view,844048
579,760,2023-09-10 16:31:00,view,597371
580,226,2024-06-15 03:10:00,add_to_cart,296800
581,536,2023-11-18 06:17:00,view,751640
582,867,2024-05-12 08:54:00,view,340250
583,999,2024-06-19 17:00:00,view,981728
584,929,2023-10-17 10:49:00,add_to_cart,442062
585,445,2023-06-19 20:28:00,view,674708
586,768,2024-03-25 05:15:00,view,749526
587,950,2024-03-19 17:15:00,view,979115
588,365,2023-11-23 00:01:00,view,469574
589,815,2024-01-29 04:40:00,add_to_cart,470829
590,684,2023-09-02 03:26:00,purchase,341780
591,906,2024-07-10 09:46:00,view,577140
592,24,2024-06-25 08:06:00,view,272735
593,813,2023-09-19 05:56:00,view,683813
594,40,2023-07-10 17:43:00,view,344422
595,786,2023-09-27 20:35:00,add_to_cart,552963
596,995,2024-06-09 09:08:00,add_to_cart,208583
597,655,2023-11-22 06:43:00,add_to_cart,635825
598,273,2024-03-13 07:45:00,view,386798
599,178,2024-03-11 18:29:00,view,896235
600,725,2024-03-14 00:46:00,view,619339
601,441,2023-08-24 16:30:00,view,575677
602,598,2024-06-11 20:06:00,add_to_cart,231481
603,422,2024-03-02 03:11:00,view,359748
